id;status;timestamp
242;CHARGING;2022-01-11 22:08:21+01:00
325;AVAILABLE;2022-01-11 22:08:21+01:00
327;CHARGING;2022-01-11 22:08:21+01:00
6083790;AVAILABLE;2022-01-11 22:08:21+01:00
6083792;AVAILABLE;2022-01-11 22:08:21+01:00
6083794;CHARGING;2022-01-11 22:08:21+01:00
6083796;AVAILABLE;2022-01-11 22:08:21+01:00
6083798;CHARGING;2022-01-11 22:08:21+01:00
6083800;AVAILABLE;2022-01-11 22:08:21+01:00
6083802;AVAILABLE;2022-01-11 22:08:21+01:00
6083804;CHARGING;2022-01-11 22:08:21+01:00
6083806;CHARGING;2022-01-11 22:08:21+01:00
6083808;AVAILABLE;2022-01-11 22:08:21+01:00
304;AVAILABLE;2022-01-11 22:08:21+01:00
306;AVAILABLE;2022-01-11 22:08:21+01:00
441;CHARGING;2022-01-11 22:08:21+01:00
442;AVAILABLE;2022-01-11 22:08:21+01:00
321;AVAILABLE;2022-01-11 22:08:21+01:00
322;AVAILABLE;2022-01-11 22:08:21+01:00
280;AVAILABLE;2022-01-11 22:08:21+01:00
282;AVAILABLE;2022-01-11 22:08:21+01:00
91;AVAILABLE;2022-01-11 22:08:21+01:00
93;AVAILABLE;2022-01-11 22:08:21+01:00
224;AVAILABLE;2022-01-11 22:08:21+01:00
226;AVAILABLE;2022-01-11 22:08:21+01:00
310;AVAILABLE;2022-01-11 22:08:21+01:00
312;AVAILABLE;2022-01-11 22:08:21+01:00
41;AVAILABLE;2022-01-11 22:08:21+01:00
46;AVAILABLE;2022-01-11 22:08:21+01:00
42;CHARGING;2022-01-11 22:08:21+01:00
45;CHARGING;2022-01-11 22:08:21+01:00
48;AVAILABLE;2022-01-11 22:08:21+01:00
50;AVAILABLE;2022-01-11 22:08:21+01:00
27;CHARGING;2022-01-11 22:08:21+01:00
29;CHARGING;2022-01-11 22:08:21+01:00
166;CHARGING;2022-01-11 22:08:21+01:00
168;AVAILABLE;2022-01-11 22:08:21+01:00
95;AVAILABLE;2022-01-11 22:08:21+01:00
96;AVAILABLE;2022-01-11 22:08:21+01:00
97;AVAILABLE;2022-01-11 22:08:21+01:00
98;AVAILABLE;2022-01-11 22:08:21+01:00
681;AVAILABLE;2022-01-11 22:08:21+01:00
680;AVAILABLE;2022-01-11 22:08:21+01:00
682;AVAILABLE;2022-01-11 22:08:21+01:00
683;AVAILABLE;2022-01-11 22:08:21+01:00
684;AVAILABLE;2022-01-11 22:08:21+01:00
685;AVAILABLE;2022-01-11 22:08:21+01:00
1030;AVAILABLE;2022-01-11 22:08:21+01:00
1144;AVAILABLE;2022-01-11 22:08:21+01:00
423;AVAILABLE;2022-01-11 22:08:21+01:00
424;AVAILABLE;2022-01-11 22:08:21+01:00
27730406;AVAILABLE;2022-01-11 22:08:21+01:00
116;CHARGING;2022-01-11 22:08:21+01:00
27730422;AVAILABLE;2022-01-11 22:08:21+01:00
27730418;AVAILABLE;2022-01-11 22:08:21+01:00
79;AVAILABLE;2022-01-11 22:08:21+01:00
80;AVAILABLE;2022-01-11 22:08:21+01:00
81;AVAILABLE;2022-01-11 22:08:21+01:00
82;AVAILABLE;2022-01-11 22:08:21+01:00
320;CHARGING;2022-01-11 22:08:21+01:00
466;AVAILABLE;2022-01-11 22:08:21+01:00
467;AVAILABLE;2022-01-11 22:08:21+01:00
144;AVAILABLE;2022-01-11 22:08:21+01:00
142;AVAILABLE;2022-01-11 22:08:21+01:00
8;AVAILABLE;2022-01-11 22:08:21+01:00
6;AVAILABLE;2022-01-11 22:08:21+01:00
1;CHARGING;2022-01-11 22:08:21+01:00
64;AVAILABLE;2022-01-11 22:08:21+01:00
266;CHARGING;2022-01-11 22:08:21+01:00
265;CHARGING;2022-01-11 22:08:21+01:00
192;RESERVED;2022-01-11 22:08:21+01:00
193;RESERVED;2022-01-11 22:08:21+01:00
439;CHARGING;2022-01-11 22:08:21+01:00
440;CHARGING;2022-01-11 22:08:21+01:00
480;AVAILABLE;2022-01-11 22:08:21+01:00
481;AVAILABLE;2022-01-11 22:08:21+01:00
482;INOPERATIVE;2022-01-11 22:08:21+01:00
483;AVAILABLE;2022-01-11 22:08:21+01:00
484;UNKNOWN;2022-01-11 22:08:21+01:00
485;UNKNOWN;2022-01-11 22:08:21+01:00
914995;AVAILABLE;2022-01-11 22:08:21+01:00
914996;AVAILABLE;2022-01-11 22:08:21+01:00
914999;AVAILABLE;2022-01-11 22:08:21+01:00
915000;AVAILABLE;2022-01-11 22:08:21+01:00
4288748;AVAILABLE;2022-01-11 22:08:21+01:00
4288750;AVAILABLE;2022-01-11 22:08:21+01:00
4288752;AVAILABLE;2022-01-11 22:08:21+01:00
4288754;AVAILABLE;2022-01-11 22:08:21+01:00
4288756;AVAILABLE;2022-01-11 22:08:21+01:00
4288758;AVAILABLE;2022-01-11 22:08:21+01:00
4288760;AVAILABLE;2022-01-11 22:08:21+01:00
4288762;AVAILABLE;2022-01-11 22:08:21+01:00
4288764;AVAILABLE;2022-01-11 22:08:21+01:00
4288766;AVAILABLE;2022-01-11 22:08:21+01:00
1158;CHARGING;2022-01-11 22:08:21+01:00
1159;CHARGING;2022-01-11 22:08:21+01:00
1208;AVAILABLE;2022-01-11 22:08:21+01:00
1209;AVAILABLE;2022-01-11 22:08:21+01:00
778174;AVAILABLE;2022-01-11 22:08:21+01:00
841146;CHARGING;2022-01-11 22:08:21+01:00
841147;AVAILABLE;2022-01-11 22:08:21+01:00
925615;AVAILABLE;2022-01-11 22:08:21+01:00
925616;AVAILABLE;2022-01-11 22:08:21+01:00
2516954;AVAILABLE;2022-01-11 22:08:21+01:00
2516956;AVAILABLE;2022-01-11 22:08:21+01:00
2516962;AVAILABLE;2022-01-11 22:08:21+01:00
2516964;AVAILABLE;2022-01-11 22:08:21+01:00
4273942;CHARGING;2022-01-11 22:08:21+01:00
4273944;AVAILABLE;2022-01-11 22:08:21+01:00
4962512;AVAILABLE;2022-01-11 22:08:21+01:00
4962514;AVAILABLE;2022-01-11 22:08:21+01:00
4962516;AVAILABLE;2022-01-11 22:08:21+01:00
6083810;UNKNOWN;2022-01-11 22:08:21+01:00
6083812;UNKNOWN;2022-01-11 22:08:21+01:00
6083814;UNKNOWN;2022-01-11 22:08:21+01:00
7531486;AVAILABLE;2022-01-11 22:08:21+01:00
7531488;AVAILABLE;2022-01-11 22:08:21+01:00
7531492;AVAILABLE;2022-01-11 22:08:21+01:00
7531500;AVAILABLE;2022-01-11 22:08:21+01:00
7531502;CHARGING;2022-01-11 22:08:21+01:00
7531504;AVAILABLE;2022-01-11 22:08:21+01:00
7531506;AVAILABLE;2022-01-11 22:08:21+01:00
7531508;CHARGING;2022-01-11 22:08:21+01:00
7531510;CHARGING;2022-01-11 22:08:21+01:00
7531512;AVAILABLE;2022-01-11 22:08:21+01:00
36848150;AVAILABLE;2022-01-11 22:08:21+01:00
36848152;AVAILABLE;2022-01-11 22:08:21+01:00
36848154;AVAILABLE;2022-01-11 22:08:21+01:00
36848156;AVAILABLE;2022-01-11 22:08:21+01:00
43368450;AVAILABLE;2022-01-11 22:08:21+01:00
43368452;AVAILABLE;2022-01-11 22:08:21+01:00
50884612;AVAILABLE;2022-01-11 22:08:21+01:00
50884614;AVAILABLE;2022-01-11 22:08:21+01:00
50884616;AVAILABLE;2022-01-11 22:08:21+01:00
50884618;AVAILABLE;2022-01-11 22:08:21+01:00
50884620;AVAILABLE;2022-01-11 22:08:21+01:00
50884622;AVAILABLE;2022-01-11 22:08:21+01:00
98505916;AVAILABLE;2022-01-11 22:08:21+01:00
98505918;CHARGING;2022-01-11 22:08:21+01:00
133697590;CHARGING;2022-01-11 22:08:21+01:00
133697592;CHARGING;2022-01-11 22:08:21+01:00
142476744;AVAILABLE;2022-01-11 22:08:21+01:00
142476746;AVAILABLE;2022-01-11 22:08:21+01:00
198586179;AVAILABLE;2022-01-11 22:08:21+01:00
198586180;AVAILABLE;2022-01-11 22:08:21+01:00
189620360;AVAILABLE;2022-01-11 22:08:21+01:00
189620361;AVAILABLE;2022-01-11 22:08:21+01:00
188515452;CHARGING;2022-01-11 22:08:21+01:00
188515454;CHARGING;2022-01-11 22:08:21+01:00
190757536;CHARGING;2022-01-11 22:08:21+01:00
190757537;CHARGING;2022-01-11 22:08:21+01:00
190757538;CHARGING;2022-01-11 22:08:21+01:00
190757539;CHARGING;2022-01-11 22:08:21+01:00
198586177;AVAILABLE;2022-01-11 22:08:21+01:00
198586178;AVAILABLE;2022-01-11 22:08:21+01:00
207091028;CHARGING;2022-01-11 22:08:21+01:00
207091029;AVAILABLE;2022-01-11 22:08:21+01:00
204882488;AVAILABLE;2022-01-11 22:08:21+01:00
204882490;AVAILABLE;2022-01-11 22:08:21+01:00
192124944;UNKNOWN;2022-01-11 22:08:21+01:00
192124945;UNKNOWN;2022-01-11 22:08:21+01:00
192124946;AVAILABLE;2022-01-11 22:08:21+01:00
192124947;AVAILABLE;2022-01-11 22:08:21+01:00
192124948;AVAILABLE;2022-01-11 22:08:21+01:00
192124949;AVAILABLE;2022-01-11 22:08:21+01:00
192124950;AVAILABLE;2022-01-11 22:08:21+01:00
192124951;AVAILABLE;2022-01-11 22:08:21+01:00
192124952;AVAILABLE;2022-01-11 22:08:21+01:00
192124953;AVAILABLE;2022-01-11 22:08:21+01:00
193230700;OUTOFORDER;2022-01-11 22:08:21+01:00
193230701;AVAILABLE;2022-01-11 22:08:21+01:00
194068650;AVAILABLE;2022-01-11 22:08:21+01:00
194068651;CHARGING;2022-01-11 22:08:21+01:00
197482770;AVAILABLE;2022-01-11 22:08:21+01:00
197482771;AVAILABLE;2022-01-11 22:08:21+01:00
198586162;AVAILABLE;2022-01-11 22:08:21+01:00
198586163;AVAILABLE;2022-01-11 22:08:21+01:00
198586164;AVAILABLE;2022-01-11 22:08:21+01:00
198586165;CHARGING;2022-01-11 22:08:21+01:00
198586168;CHARGING;2022-01-11 22:08:21+01:00
198586169;AVAILABLE;2022-01-11 22:08:21+01:00
198586170;AVAILABLE;2022-01-11 22:08:21+01:00
198586171;AVAILABLE;2022-01-11 22:08:21+01:00
198586172;CHARGING;2022-01-11 22:08:21+01:00
198586173;AVAILABLE;2022-01-11 22:08:21+01:00
198586175;AVAILABLE;2022-01-11 22:08:21+01:00
198586176;AVAILABLE;2022-01-11 22:08:21+01:00
204882484;CHARGING;2022-01-11 22:08:21+01:00
204882485;AVAILABLE;2022-01-11 22:08:21+01:00
204882486;AVAILABLE;2022-01-11 22:08:21+01:00
204882487;AVAILABLE;2022-01-11 22:08:21+01:00
209066575;AVAILABLE;2022-01-11 22:08:21+01:00
209066576;AVAILABLE;2022-01-11 22:08:21+01:00
209066573;AVAILABLE;2022-01-11 22:08:21+01:00
209066574;AVAILABLE;2022-01-11 22:08:21+01:00
210513422;AVAILABLE;2022-01-11 22:08:21+01:00
210513423;AVAILABLE;2022-01-11 22:08:21+01:00
209037123;AVAILABLE;2022-01-11 22:08:21+01:00
209037124;AVAILABLE;2022-01-11 22:08:21+01:00
209066577;AVAILABLE;2022-01-11 22:08:21+01:00
209066578;AVAILABLE;2022-01-11 22:08:21+01:00
231233830;AVAILABLE;2022-01-11 22:08:21+01:00
231233831;CHARGING;2022-01-11 22:08:21+01:00
227771726;AVAILABLE;2022-01-11 22:08:21+01:00
227771727;CHARGING;2022-01-11 22:08:21+01:00
231233832;AVAILABLE;2022-01-11 22:08:21+01:00
231233833;AVAILABLE;2022-01-11 22:08:21+01:00
237744010;AVAILABLE;2022-01-11 22:08:21+01:00
237744011;AVAILABLE;2022-01-11 22:08:21+01:00
231233848;AVAILABLE;2022-01-11 22:08:21+01:00
231233849;AVAILABLE;2022-01-11 22:08:21+01:00
231233841;CHARGING;2022-01-11 22:08:21+01:00
231233842;AVAILABLE;2022-01-11 22:08:21+01:00
234400971;AVAILABLE;2022-01-11 22:08:21+01:00
234400972;AVAILABLE;2022-01-11 22:08:21+01:00
210838142;AVAILABLE;2022-01-11 22:08:21+01:00
210838143;AVAILABLE;2022-01-11 22:08:21+01:00
209614389;AVAILABLE;2022-01-11 22:08:21+01:00
209614390;AVAILABLE;2022-01-11 22:08:21+01:00
218735820;AVAILABLE;2022-01-11 22:08:21+01:00
218735960;AVAILABLE;2022-01-11 22:08:21+01:00
209614391;AVAILABLE;2022-01-11 22:08:21+01:00
209614392;AVAILABLE;2022-01-11 22:08:21+01:00
213123498;AVAILABLE;2022-01-11 22:08:21+01:00
213123499;AVAILABLE;2022-01-11 22:08:21+01:00
210838144;AVAILABLE;2022-01-11 22:08:21+01:00
210838145;AVAILABLE;2022-01-11 22:08:21+01:00
208400570;CHARGING;2022-01-11 22:08:21+01:00
208400571;CHARGING;2022-01-11 22:08:21+01:00
207539189;AVAILABLE;2022-01-11 22:08:21+01:00
207539190;AVAILABLE;2022-01-11 22:08:21+01:00
207539191;AVAILABLE;2022-01-11 22:08:21+01:00
207539192;AVAILABLE;2022-01-11 22:08:21+01:00
207570374;AVAILABLE;2022-01-11 22:08:21+01:00
207570375;AVAILABLE;2022-01-11 22:08:21+01:00
210838146;AVAILABLE;2022-01-11 22:08:21+01:00
210838147;AVAILABLE;2022-01-11 22:08:21+01:00
211741598;AVAILABLE;2022-01-11 22:08:21+01:00
211741599;AVAILABLE;2022-01-11 22:08:21+01:00
211741594;AVAILABLE;2022-01-11 22:08:21+01:00
211741595;AVAILABLE;2022-01-11 22:08:21+01:00
212148677;AVAILABLE;2022-01-11 22:08:21+01:00
212148678;AVAILABLE;2022-01-11 22:08:21+01:00
215220702;AVAILABLE;2022-01-11 22:08:21+01:00
215220703;AVAILABLE;2022-01-11 22:08:21+01:00
212148675;AVAILABLE;2022-01-11 22:08:21+01:00
212148676;AVAILABLE;2022-01-11 22:08:21+01:00
212343049;AVAILABLE;2022-01-11 22:08:21+01:00
212343050;AVAILABLE;2022-01-11 22:08:21+01:00
208400555;AVAILABLE;2022-01-11 22:08:21+01:00
208400556;AVAILABLE;2022-01-11 22:08:21+01:00
208400557;AVAILABLE;2022-01-11 22:08:21+01:00
208400558;AVAILABLE;2022-01-11 22:08:21+01:00
210320220;CHARGING;2022-01-11 22:08:21+01:00
210320221;AVAILABLE;2022-01-11 22:08:21+01:00
210710442;AVAILABLE;2022-01-11 22:08:21+01:00
210710443;AVAILABLE;2022-01-11 22:08:21+01:00
209037125;AVAILABLE;2022-01-11 22:08:21+01:00
209037126;AVAILABLE;2022-01-11 22:08:21+01:00
210320218;CHARGING;2022-01-11 22:08:21+01:00
210320219;AVAILABLE;2022-01-11 22:08:21+01:00
210710439;AVAILABLE;2022-01-11 22:08:21+01:00
210710440;AVAILABLE;2022-01-11 22:08:21+01:00
207091024;AVAILABLE;2022-01-11 22:08:21+01:00
207091025;AVAILABLE;2022-01-11 22:08:21+01:00
207091026;AVAILABLE;2022-01-11 22:08:21+01:00
207091027;AVAILABLE;2022-01-11 22:08:21+01:00
207325496;AVAILABLE;2022-01-11 22:08:21+01:00
207325497;AVAILABLE;2022-01-11 22:08:21+01:00
210710444;AVAILABLE;2022-01-11 22:08:21+01:00
210710445;AVAILABLE;2022-01-11 22:08:21+01:00
210838140;AVAILABLE;2022-01-11 22:08:21+01:00
210838141;CHARGING;2022-01-11 22:08:21+01:00
211741596;AVAILABLE;2022-01-11 22:08:21+01:00
211741597;CHARGING;2022-01-11 22:08:21+01:00
212343051;AVAILABLE;2022-01-11 22:08:21+01:00
212343052;CHARGING;2022-01-11 22:08:21+01:00
238837445;CHARGING;2022-01-11 22:08:21+01:00
238837446;CHARGING;2022-01-11 22:08:21+01:00
234656956;AVAILABLE;2022-01-11 22:08:21+01:00
234656958;CHARGING;2022-01-11 22:08:21+01:00
227771728;AVAILABLE;2022-01-11 22:08:21+01:00
227771729;AVAILABLE;2022-01-11 22:08:21+01:00
231233852;AVAILABLE;2022-01-11 22:08:21+01:00
231233853;AVAILABLE;2022-01-11 22:08:21+01:00
231233854;AVAILABLE;2022-01-11 22:08:21+01:00
231233856;AVAILABLE;2022-01-11 22:08:21+01:00
231233857;AVAILABLE;2022-01-11 22:08:21+01:00
231233858;AVAILABLE;2022-01-11 22:08:21+01:00
219188086;CHARGING;2022-01-11 22:08:21+01:00
219188087;AVAILABLE;2022-01-11 22:08:21+01:00
219188090;AVAILABLE;2022-01-11 22:08:21+01:00
219188091;AVAILABLE;2022-01-11 22:08:21+01:00
234709494;AVAILABLE;2022-01-11 22:08:21+01:00
234709495;AVAILABLE;2022-01-11 22:08:21+01:00
231117338;AVAILABLE;2022-01-11 22:08:21+01:00
231117339;AVAILABLE;2022-01-11 22:08:21+01:00
215438198;AVAILABLE;2022-01-11 22:08:21+01:00
215438199;AVAILABLE;2022-01-11 22:08:21+01:00
216446420;CHARGING;2022-01-11 22:08:21+01:00
216446421;CHARGING;2022-01-11 22:08:21+01:00
216446422;AVAILABLE;2022-01-11 22:08:21+01:00
216446423;AVAILABLE;2022-01-11 22:08:21+01:00
227771743;AVAILABLE;2022-01-11 22:08:21+01:00
227771745;CHARGING;2022-01-11 22:08:21+01:00
216771944;AVAILABLE;2022-01-11 22:08:21+01:00
216772572;AVAILABLE;2022-01-11 22:08:21+01:00
216774321;AVAILABLE;2022-01-11 22:08:21+01:00
216774497;AVAILABLE;2022-01-11 22:08:21+01:00
217235699;AVAILABLE;2022-01-11 22:08:21+01:00
217236064;AVAILABLE;2022-01-11 22:08:21+01:00
217239375;AVAILABLE;2022-01-11 22:08:21+01:00
217239718;AVAILABLE;2022-01-11 22:08:21+01:00
217242416;AVAILABLE;2022-01-11 22:08:21+01:00
217242726;AVAILABLE;2022-01-11 22:08:21+01:00
217272190;AVAILABLE;2022-01-11 22:08:21+01:00
217272191;AVAILABLE;2022-01-11 22:08:21+01:00
217272198;AVAILABLE;2022-01-11 22:08:21+01:00
217272199;AVAILABLE;2022-01-11 22:08:21+01:00
217272200;AVAILABLE;2022-01-11 22:08:21+01:00
217272201;AVAILABLE;2022-01-11 22:08:21+01:00
218837778;AVAILABLE;2022-01-11 22:08:21+01:00
218837779;AVAILABLE;2022-01-11 22:08:21+01:00
218837784;AVAILABLE;2022-01-11 22:08:21+01:00
218837785;AVAILABLE;2022-01-11 22:08:21+01:00
218837794;AVAILABLE;2022-01-11 22:08:21+01:00
218837795;AVAILABLE;2022-01-11 22:08:21+01:00
219917066;AVAILABLE;2022-01-11 22:08:21+01:00
219917313;AVAILABLE;2022-01-11 22:08:21+01:00
227771732;AVAILABLE;2022-01-11 22:08:21+01:00
238478718;AVAILABLE;2022-01-11 22:08:21+01:00
227771737;AVAILABLE;2022-01-11 22:08:21+01:00
227771738;AVAILABLE;2022-01-11 22:08:21+01:00
227771750;AVAILABLE;2022-01-11 22:08:21+01:00
227771752;AVAILABLE;2022-01-11 22:08:21+01:00
227771765;AVAILABLE;2022-01-11 22:08:21+01:00
227771766;AVAILABLE;2022-01-11 22:08:21+01:00
231233825;AVAILABLE;2022-01-11 22:08:21+01:00
231233826;AVAILABLE;2022-01-11 22:08:21+01:00
231233828;AVAILABLE;2022-01-11 22:08:21+01:00
231233829;CHARGING;2022-01-11 22:08:21+01:00
231233839;AVAILABLE;2022-01-11 22:08:21+01:00
231233840;CHARGING;2022-01-11 22:08:21+01:00
231233843;AVAILABLE;2022-01-11 22:08:21+01:00
231233844;AVAILABLE;2022-01-11 22:08:21+01:00
231233850;UNKNOWN;2022-01-11 22:08:21+01:00
231233851;UNKNOWN;2022-01-11 22:08:21+01:00
233140121;AVAILABLE;2022-01-11 22:08:21+01:00
233140122;AVAILABLE;2022-01-11 22:08:21+01:00
233183366;AVAILABLE;2022-01-11 22:08:21+01:00
233183367;CHARGING;2022-01-11 22:08:21+01:00
234118142;AVAILABLE;2022-01-11 22:08:21+01:00
234118143;AVAILABLE;2022-01-11 22:08:21+01:00
234267879;CHARGING;2022-01-11 22:08:21+01:00
234267880;AVAILABLE;2022-01-11 22:08:21+01:00
234656953;AVAILABLE;2022-01-11 22:08:21+01:00
234656954;CHARGING;2022-01-11 22:08:21+01:00
234267884;AVAILABLE;2022-01-11 22:08:21+01:00
234267885;CHARGING;2022-01-11 22:08:21+01:00
234267882;AVAILABLE;2022-01-11 22:08:21+01:00
234267883;CHARGING;2022-01-11 22:08:21+01:00
234338062;AVAILABLE;2022-01-11 22:08:21+01:00
234338063;AVAILABLE;2022-01-11 22:08:21+01:00
234400965;AVAILABLE;2022-01-11 22:08:21+01:00
234400966;AVAILABLE;2022-01-11 22:08:21+01:00
234601506;AVAILABLE;2022-01-11 22:08:21+01:00
234601507;CHARGING;2022-01-11 22:08:21+01:00
234601516;CHARGING;2022-01-11 22:08:21+01:00
234601517;AVAILABLE;2022-01-11 22:08:21+01:00
234861808;AVAILABLE;2022-01-11 22:08:21+01:00
234861809;AVAILABLE;2022-01-11 22:08:21+01:00
234906622;CHARGING;2022-01-11 22:08:21+01:00
234906623;AVAILABLE;2022-01-11 22:08:21+01:00
235214181;AVAILABLE;2022-01-11 22:08:21+01:00
235214182;AVAILABLE;2022-01-11 22:08:21+01:00
237532686;AVAILABLE;2022-01-11 22:08:21+01:00
237744017;AVAILABLE;2022-01-11 22:08:21+01:00
237744018;AVAILABLE;2022-01-11 22:08:21+01:00
237744019;AVAILABLE;2022-01-11 22:08:21+01:00
237744020;AVAILABLE;2022-01-11 22:08:21+01:00
237744026;AVAILABLE;2022-01-11 22:08:21+01:00
237744027;AVAILABLE;2022-01-11 22:08:21+01:00
238837443;AVAILABLE;2022-01-11 22:08:21+01:00
238837444;AVAILABLE;2022-01-11 22:08:21+01:00
238902651;AVAILABLE;2022-01-11 22:08:21+01:00
238902652;OUTOFORDER;2022-01-11 22:08:21+01:00
239568249;AVAILABLE;2022-01-11 22:08:21+01:00
239568250;AVAILABLE;2022-01-11 22:08:21+01:00
239568392;CHARGING;2022-01-11 22:08:21+01:00
239568393;AVAILABLE;2022-01-11 22:08:21+01:00
241311558;UNKNOWN;2022-01-11 22:08:21+01:00
241311559;UNKNOWN;2022-01-11 22:08:21+01:00
1406688;AVAILABLE;2022-01-11 22:08:21+01:00
1406689;AVAILABLE;2022-01-11 22:08:21+01:00
1563463;AVAILABLE;2022-01-11 22:08:21+01:00
1563464;AVAILABLE;2022-01-11 22:08:21+01:00
1563465;AVAILABLE;2022-01-11 22:08:21+01:00
1563466;CHARGING;2022-01-11 22:08:21+01:00
1563467;INOPERATIVE;2022-01-11 22:08:21+01:00
1563468;AVAILABLE;2022-01-11 22:08:21+01:00
1576520;AVAILABLE;2022-01-11 22:08:21+01:00
1576521;AVAILABLE;2022-01-11 22:08:21+01:00
2107343;AVAILABLE;2022-01-11 22:08:21+01:00
2107344;CHARGING;2022-01-11 22:08:21+01:00
4999160;AVAILABLE;2022-01-11 22:08:21+01:00
4999162;CHARGING;2022-01-11 22:08:21+01:00
4999168;AVAILABLE;2022-01-11 22:08:21+01:00
4999170;AVAILABLE;2022-01-11 22:08:21+01:00
2894266;AVAILABLE;2022-01-11 22:08:21+01:00
2894268;AVAILABLE;2022-01-11 22:08:21+01:00
28869068;AVAILABLE;2022-01-11 22:08:21+01:00
28869070;AVAILABLE;2022-01-11 22:08:21+01:00
200249099;AVAILABLE;2022-01-11 22:08:21+01:00
200249100;AVAILABLE;2022-01-11 22:08:21+01:00
224361145;AVAILABLE;2022-01-11 22:08:21+01:00
224361146;AVAILABLE;2022-01-11 22:08:21+01:00
229449597;AVAILABLE;2022-01-11 22:08:21+01:00
224361149;AVAILABLE;2022-01-11 22:08:21+01:00
229449602;AVAILABLE;2022-01-11 22:08:21+01:00
229449603;AVAILABLE;2022-01-11 22:08:21+01:00
225290875;AVAILABLE;2022-01-11 22:08:21+01:00
229449600;AVAILABLE;2022-01-11 22:08:21+01:00
229449583;AVAILABLE;2022-01-11 22:08:21+01:00
225290876;AVAILABLE;2022-01-11 22:08:21+01:00
229449585;AVAILABLE;2022-01-11 22:08:21+01:00
230628774;AVAILABLE;2022-01-11 22:08:21+01:00
230628777;AVAILABLE;2022-01-11 22:08:21+01:00
230628790;AVAILABLE;2022-01-11 22:08:21+01:00
225290877;AVAILABLE;2022-01-11 22:08:21+01:00
225290878;AVAILABLE;2022-01-11 22:08:21+01:00
230628786;AVAILABLE;2022-01-11 22:08:21+01:00
230628792;AVAILABLE;2022-01-11 22:08:21+01:00
230628791;AVAILABLE;2022-01-11 22:08:21+01:00
230628770;AVAILABLE;2022-01-11 22:08:21+01:00
230628775;AVAILABLE;2022-01-11 22:08:21+01:00
230628797;AVAILABLE;2022-01-11 22:08:21+01:00
230628793;AVAILABLE;2022-01-11 22:08:21+01:00
230628795;AVAILABLE;2022-01-11 22:08:21+01:00
230628771;AVAILABLE;2022-01-11 22:08:21+01:00
230628772;AVAILABLE;2022-01-11 22:08:21+01:00
229449588;AVAILABLE;2022-01-11 22:08:21+01:00
229449586;AVAILABLE;2022-01-11 22:08:21+01:00
225290879;AVAILABLE;2022-01-11 22:08:21+01:00
225290880;AVAILABLE;2022-01-11 22:08:21+01:00
229449590;AVAILABLE;2022-01-11 22:08:21+01:00
225290881;AVAILABLE;2022-01-11 22:08:21+01:00
229449593;AVAILABLE;2022-01-11 22:08:21+01:00
229449595;AVAILABLE;2022-01-11 22:08:21+01:00
229449596;AVAILABLE;2022-01-11 22:08:21+01:00
230628763;AVAILABLE;2022-01-11 22:08:21+01:00
225290901;AVAILABLE;2022-01-11 22:08:21+01:00
225290902;AVAILABLE;2022-01-11 22:08:21+01:00
225290903;AVAILABLE;2022-01-11 22:08:21+01:00
227501778;AVAILABLE;2022-01-11 22:08:21+01:00
225290904;OUTOFORDER;2022-01-11 22:08:21+01:00
225290906;AVAILABLE;2022-01-11 22:08:21+01:00
225290907;AVAILABLE;2022-01-11 22:08:21+01:00
225290882;AVAILABLE;2022-01-11 22:08:21+01:00
225290883;AVAILABLE;2022-01-11 22:08:21+01:00
230628778;AVAILABLE;2022-01-11 22:08:21+01:00
230628788;AVAILABLE;2022-01-11 22:08:21+01:00
230628780;AVAILABLE;2022-01-11 22:08:21+01:00
225290884;AVAILABLE;2022-01-11 22:08:21+01:00
225290885;CHARGING;2022-01-11 22:08:21+01:00
225290886;AVAILABLE;2022-01-11 22:08:21+01:00
225290887;CHARGING;2022-01-11 22:08:21+01:00
230628796;AVAILABLE;2022-01-11 22:08:21+01:00
230628789;AVAILABLE;2022-01-11 22:08:21+01:00
230628787;AVAILABLE;2022-01-11 22:08:21+01:00
231233846;AVAILABLE;2022-01-11 22:08:21+01:00
230628773;AVAILABLE;2022-01-11 22:08:21+01:00
230628784;AVAILABLE;2022-01-11 22:08:21+01:00
230628783;AVAILABLE;2022-01-11 22:08:21+01:00
230628781;CHARGING;2022-01-11 22:08:21+01:00
230628769;AVAILABLE;2022-01-11 22:08:21+01:00
229449594;AVAILABLE;2022-01-11 22:08:21+01:00
229449598;AVAILABLE;2022-01-11 22:08:21+01:00
229449599;AVAILABLE;2022-01-11 22:08:21+01:00
229449587;AVAILABLE;2022-01-11 22:08:21+01:00
229449584;AVAILABLE;2022-01-11 22:08:21+01:00
229449591;AVAILABLE;2022-01-11 22:08:21+01:00
229449592;CHARGING;2022-01-11 22:08:21+01:00
230628782;AVAILABLE;2022-01-11 22:08:21+01:00
230628767;AVAILABLE;2022-01-11 22:08:21+01:00
230628768;AVAILABLE;2022-01-11 22:08:21+01:00
230628785;AVAILABLE;2022-01-11 22:08:21+01:00
230628776;AVAILABLE;2022-01-11 22:08:21+01:00
234267878;AVAILABLE;2022-01-11 22:08:21+01:00
234267877;AVAILABLE;2022-01-11 22:08:21+01:00
234267876;AVAILABLE;2022-01-11 22:08:21+01:00
234267875;AVAILABLE;2022-01-11 22:08:21+01:00
234267874;AVAILABLE;2022-01-11 22:08:21+01:00
